imdb,title,year
tt1385826,The Adjustment Bureau,2011.0
tt0265086,Black Hawk Down,2001.0
tt0405422,The 40 Year Old Virgin,2005.0
tt0327597,Coraline,2009.0
tt5109784,mother!,2017.0
tt1065073,Boyhood,2014.0
tt1878870,The Edge of Seventeen,2016.0
tt1259528,Den of Thieves,2018.0
tt0079470,Life of Brian,1979.0
tt2975578,The Purge: Anarchy,2014.0
tt6450804,Terminator: Dark Fate,2019.0
tt2702724,The Boss,2016.0
tt2446042,Taken 3,2014.0
tt1588173,Warm Bodies,2013.0
tt3381008,Grimsby,2016.0
tt1440129,Battleship,2012.0
tt1192628,Rango,2011.0
tt2671706,Fences,2016.0
tt1959490,Noah,2014.0
tt0983193,The Adventures of Tintin,2011.0
tt5140878,Annabelle: Creation,2017.0
tt0095953,Rain Man,1988.0
tt1712261,Triple 9,2016.0
tt0151804,Office Space,1999.0
tt2679042,Hitman: Agent 47,2015.0
tt0317740,The Italian Job,2003.0
tt0163025,Jurassic Park III,2001.0
tt0407304,War of the Worlds,2005.0
tt0119174,The Game,1997.0
tt1950186,Ford v Ferrari,2019.0
tt2369135,Need for Speed,2014.0
tt0181852,Terminator 3: Rise of the Machines,2003.0
tt1645170,The Dictator,2012.0
tt1041829,The Proposal,2009.0
tt0109040,Ace Ventura: Pet Detective,1994.0
tt1272878,2 Guns,2013.0
tt2854926,Tag,2018.0
tt1798684,Southpaw,2015.0
tt0887912,The Hurt Locker,2008.0
tt0970179,Hugo,2011.0
tt0120855,Tarzan,1999.0
tt4209788,Molly's Game,2017.0
tt2404463,The Heat,2013.0
tt3235888,It Follows,2015.0
tt2333784,The Expendables 3,2014.0
tt0109686,Dumb and Dumber,1994.0
tt0042332,Cinderella,1950.0
tt0357413,Anchorman: The Legend of Ron Burgundy,2004.0
tt0112384,Apollo 13,1995.0
tt1213641,First Man,2018.0
tt1815862,After Earth,2013.0
tt3741700,Godzilla: King of the Monsters,2019.0
tt0449059,Little Miss Sunshine,2006.0
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012.0
tt0399295,Lord of War,2005.0
tt0120917,The Emperor's New Groove,2000.0
tt1428538,Hansel & Gretel: Witch Hunters,2013.0
tt2386490,How to Train Your Dragon: The Hidden World,2019.0
tt1667889,Ice Age: Continental Drift,2012.0
tt0399201,The Island,2005.0
tt2057392,Eye in the Sky,2015.0
tt0822854,Shooter,2007.0
tt1790885,Zero Dark Thirty,2012.0
tt0293662,The Transporter,2002.0
tt2932536,47 Meters Down,2017.0
tt0473075,Prince of Persia: The Sands of Time,2010.0
tt0411477,Hellboy II: The Golden Army,2008.0
tt4731136,A Cure for Wellness,2017.0
tt1197624,Law Abiding Citizen,2009.0
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,2010.0
tt0029583,Snow White and the Seven Dwarfs,1937.0
tt3416532,A Monster Calls,2016.0
tt0319061,Big Fish,2003.0
tt7668870,Searching,2018.0
tt5462602,The Big Sick,2017.0
tt1291584,Warrior,2011.0
tt0118971,The Devil's Advocate,1997.0
tt0093409,Lethal Weapon,1987.0
tt0078788,Apocalypse Now,1979.0
tt2080374,Steve Jobs,2015.0
tt1302006,The Irishman,2019.0
tt0084787,The Thing,1982.0
tt0335266,Lost in Translation,2003.0
tt1478338,Bridesmaids,2011.0
tt0360717,King Kong,2005.0
tt1606378,A Good Day to Die Hard,2013.0
tt0479952,Madagascar: Escape 2 Africa,2008.0
tt1051904,Goosebumps,2015.0
tt1068680,Yes Man,2008.0
tt0032138,The Wizard of Oz,1939.0
tt1277953,Madagascar 3: Europe's Most Wanted,2012.0
tt1390411,In the Heart of the Sea,2015.0
tt0892791,Shrek Forever After,2010.0
tt1212428,The Lost City of Z,2016.0
tt1707386,Les Misérables,2012.0
tt3072482,Hardcore Henry,2015.0
tt0429493,The A-Team,2010.0
tt0840361,The Town,2010.0
tt0121164,Corpse Bride,2005.0
tt0454848,Inside Man,2006.0
tt1655441,The Age of Adaline,2015.0
tt1591095,Insidious,2010.0
tt3922818,The Space Between Us,2017.0
tt0238380,Equilibrium,2002.0
tt0120755,Mission: Impossible II,2000.0
tt0780521,The Princess and the Frog,2009.0
tt0489099,Jumper,2008.0
tt0209163,The Mummy Returns,2001.0
tt0780536,In Bruges,2008.0
tt0139654,Training Day,2001.0
tt0389860,Click,2006.0
tt0058331,Mary Poppins,1964.0
tt1706593,Chronicle,2012.0
tt2883512,Chef,2014.0
tt5052474,Sicario: Day of the Soldado,2018.0
tt0332379,School of Rock,2003.0
tt0046183,Peter Pan,1953.0
tt1355683,Black Mass,2015.0
tt3464902,The Lobster,2015.0
tt1335975,47 Ronin,2013.0
tt1137450,Death Wish,2018.0
tt0110148,Interview with the Vampire,1994.0
tt1259571,The Twilight Saga: New Moon,2009.0
tt0116367,From Dusk Till Dawn,1996.0
tt2106651,Spectral,2016.0
tt0217505,Gangs of New York,2002.0
tt0100405,Pretty Woman,1990.0
tt1210166,Moneyball,2011.0
tt0978764,Sucker Punch,2011.0
tt1560220,Zombieland: Double Tap,2019.0
tt2334871,Snatched,2017.0
tt5726616,Call Me by Your Name,2017.0
tt3104988,Crazy Rich Asians,2018.0
tt0465234,National Treasure: Book of Secrets,2007.0
tt1077368,Dark Shadows,2012.0
tt0298203,8 Mile,2002.0
tt1403865,True Grit,2010.0
tt0172156,Bad Boys II,2003.0
tt0120812,Rush Hour,1998.0
tt1800302,Gold,2016.0
tt0425210,Lucky Number Slevin,2006.0
tt0328107,Man on Fire,2004.0
tt1325004,The Twilight Saga: Eclipse,2010.0
tt1524930,Vacation,2015.0
tt0103776,Batman Returns,1992.0
tt0077631,Grease,1978.0
tt1306980,50/50,2011.0
tt1623205,Oz the Great and Powerful,2013.0
tt2584384,Jojo Rabbit,2019.0
tt0230600,The Others,2001.0
tt1025100,Gemini Man,2019.0
tt3416742,What We Do in the Shadows,2014.0
tt0070047,The Exorcist,1973.0
tt4633690,Shot Caller,2017.0
tt1748122,Moonrise Kingdom,2012.0
tt7040874,A Simple Favor,2018.0
tt0055254,One Hundred and One Dalmatians,1961.0
tt0103644,Alien³,1992.0
tt1605783,Midnight in Paris,2011.0
tt1598778,Contagion,2011.0
tt0765429,American Gangster,2007.0
tt0409847,Cowboys & Aliens,2011.0
tt0093870,RoboCop,1987.0
tt0112641,Casino,1995.0
tt3152624,Trainwreck,2015.0
tt1496025,Underworld: Awakening,2012.0
tt0361862,The Machinist,2004.0
tt0111257,Speed,1994.0
tt0067992,Willy Wonka & the Chocolate Factory,1971.0
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011.0
tt4547056,The Girl with All the Gifts,2016.0
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,2007.0
tt1205537,Jack Ryan: Shadow Recruit,2014.0
tt0114148,Pocahontas,1995.0
tt0318627,Resident Evil: Apocalypse,2004.0
tt3411444,Ferdinand,2017.0
tt2554274,Crimson Peak,2015.0
tt1464540,I Am Number Four,2011.0
tt1854564,Percy Jackson: Sea of Monsters,2013.0
tt0120201,Starship Troopers,1997.0
tt0296572,The Chronicles of Riddick,2004.0
tt0107614,Mrs. Doubtfire,1993.0
tt0448694,Puss in Boots,2011.0
tt6294822,The Post,2017.0
tt0187738,Blade II,2002.0
tt2561572,Get Hard,2015.0
tt1083452,Eddie the Eagle,2016.0
tt3882082,The Boy,2016.0
tt4520364,Morgan,2016.0
tt0790736,R.I.P.D.,2013.0
tt2548396,The Cloverfield Paradox,2018.0
tt1980209,Pain & Gain,2013.0
tt2229499,Don Jon,2013.0
tt0043274,Alice in Wonderland,1951.0
tt1939659,Carrie,2013.0
tt0111282,Stargate,1994.0
tt3569230,Legend,2015.0
tt0453467,Déjà Vu,2006.0
tt0432021,Resident Evil: Extinction,2007.0
tt0187078,Gone in Sixty Seconds,2000.0
tt9243946,El Camino: A Breaking Bad Movie,2019.0
tt0117500,The Rock,1996.0
tt0144117,The Boondock Saints,1999.0
tt2140379,Self/less,2015.0
tt7959026,The Mule,2018.0
tt4799050,Rough Night,2017.0
tt1375670,Grown Ups,2010.0
tt1528100,Exodus: Gods and Kings,2014.0
tt2638144,Ben-Hur,2016.0
tt2503944,Burnt,2015.0
tt0096438,Who Framed Roger Rabbit,1988.0
tt2763304,T2 Trainspotting,2017.0
tt2446980,Joy,2015.0
tt1985966,Cloudy with a Chance of Meatballs 2,2013.0
tt6189022,Angel Has Fallen,2019.0
tt0212720,A.I. Artificial Intelligence,2001.0
tt1583421,G.I. Joe: Retaliation,2013.0
tt2872518,The Shack,2017.0
tt0119528,Liar Liar,1997.0
tt0119094,Face/Off,1997.0
tt0129167,The Iron Giant,1999.0
tt2226597,The Mountain Between Us,2017.0
tt0118884,Contact,1997.0
tt0486655,Stardust,2007.0
tt1231583,Due Date,2010.0
tt1124037,Free State of Jones,2016.0
tt2649554,Midnight Special,2016.0
tt2321549,The Babadook,2014.0
tt0092005,Stand by Me,1986.0
tt4680182,Colossal,2016.0
tt0338526,Van Helsing,2004.0
tt0123755,Cube,1997.0
tt0469494,There Will Be Blood,2007.0
tt1691916,Before I Fall,2017.0
tt3553442,Whiskey Tango Foxtrot,2016.0
tt0080339,Airplane!,1980.0
tt0117571,Scream,1996.0
tt0401855,Underworld: Evolution,2006.0
tt3322364,Concussion,2015.0
tt0048280,Lady and the Tramp,1955.0
tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006.0
tt0298130,The Ring,2002.0
tt0369339,Collateral,2004.0
tt1472584,Max Steel,2016.0
tt0162661,Sleepy Hollow,1999.0
tt0795421,Mamma Mia!,2008.0
tt0498381,Rings,2017.0
tt0884328,The Mist,2007.0
tt0286716,Hulk,2003.0
tt0099674,The Godfather: Part III,1990.0
tt1109624,Paddington,2014.0
tt0113568,Ghost in the Shell,1995.0
tt2274648,Hellboy,2019.0
tt5657846,Daddy's Home 2,2017.0
tt2398241,Smurfs: The Lost Village,2017.0
tt0134847,Pitch Black,2000.0
tt4765284,Pitch Perfect 3,2017.0
tt7975244,Jumanji: The Next Level,2019.0
tt2170439,Horrible Bosses 2,2014.0
tt0120660,Enemy of the State,1998.0
tt4034354,Swiss Army Man,2016.0
tt0387808,Idiocracy,2006.0
tt0800320,Clash of the Titans,2010.0
tt0213149,Pearl Harbor,2001.0
tt1267297,Hercules,2014.0
tt4560436,Mile 22,2018.0
tt2869728,Ride Along 2,2016.0
tt1924435,Let's Be Cops,2014.0
tt1649419,The Impossible,2012.0
tt0386588,Hitch,2005.0
tt5164432,"Love, Simon",2018.0
tt5220122,Hotel Transylvania 3: Summer Vacation,2018.0
tt1386588,The Other Guys,2010.0
tt0117705,Space Jam,1996.0
tt0146316,Lara Croft: Tomb Raider,2001.0
tt6343314,Creed II,2018.0
tt0450385,1408,2007.0
tt0212338,Meet the Parents,2000.0
tt2058673,Point Break,2015.0
tt0097428,Ghostbusters II,1989.0
tt1636826,Project X,2012.0
tt1850457,Sisters,2015.0
tt3322940,Annabelle,2014.0
tt0212985,Hannibal,2001.0
tt1911658,Penguins of Madagascar,2014.0
tt2025690,The Finest Hours,2016.0
tt0083944,First Blood,1982.0
tt3567288,The Visit,2015.0
tt0463854,28 Weeks Later,2007.0
tt0195714,Final Destination,2000.0
tt2692250,Night at the Museum: Secret of the Tomb,2014.0
tt1465522,Tucker and Dale vs. Evil,2010.0
tt0118583,Alien Resurrection,1997.0
tt0259324,Ghost Rider,2007.0
tt0092890,Dirty Dancing,1987.0
tt1564367,Just Go with It,2011.0
tt1220634,Resident Evil: Afterlife,2010.0
tt0814314,Seven Pounds,2008.0
tt6628394,Bad Times at the El Royale,2018.0
tt4520988,Frozen II,2019.0
tt0359013,Blade: Trinity,2004.0
tt0472399,The Mechanic,2011.0
tt0499448,The Chronicles of Narnia: Prince Caspian,2008.0
tt0175142,Scary Movie,2000.0
tt0034492,Bambi,1942.0
tt0032910,Pinocchio,1940.0
tt0478087,21,2008.0
tt0118655,Austin Powers: International Man of Mystery,1997.0
tt0119488,L.A. Confidential,1997.0
tt5814060,The Nun,2018.0
tt0107120,Hocus Pocus,1993.0
tt1599348,Safe House,2012.0
tt1482459,The Lorax,2012.0
tt0102057,Hook,1991.0
tt0914798,The Boy in the Striped Pyjamas,2008.0
tt1086772,Blended,2014.0
tt7401588,Instant Family,2018.0
tt0094012,Spaceballs,1987.0
tt2091256,Captain Underpants: The First Epic Movie,2017.0
tt1413492,12 Strong,2018.0
tt3564472,Girls Trip,2017.0
tt0800039,Forgetting Sarah Marshall,2008.0
tt0119396,Jackie Brown,1997.0
tt0396269,Wedding Crashers,2005.0
tt0810819,The Danish Girl,2015.0
tt0033563,Dumbo,1941.0
tt0190590,"O Brother, Where Art Thou?",2000.0
tt1931533,Seven Psychopaths,2012.0
tt0485947,Mr. Nobody,2009.0
tt0389790,Bee Movie,2007.0
tt8106534,6 Underground,2019.0
tt1605630,American Reunion,2012.0
tt0087538,The Karate Kid,1984.0
tt3316948,American Ultra,2015.0
tt0080455,The Blues Brothers,1980.0
tt3348730,Jigsaw,2017.0
tt4698684,Hunt for the Wilderpeople,2016.0
tt1082807,The Belko Experiment,2016.0
tt1291570,Solace,2015.0
tt2180411,Into the Woods,2014.0
tt0094625,Akira,1988.0
tt0117008,Matilda,1996.0
tt0252866,American Pie 2,2001.0
tt2066051,Rocketman,2019.0
tt1860353,Turbo,2013.0
tt0079501,Mad Max,1979.0
tt1872194,The Judge,2014.0
tt0106697,Demolition Man,1993.0
tt1155076,The Karate Kid,2010.0
tt1956620,Sex Tape,2014.0
tt1980929,Begin Again,2013.0
tt0963966,The Sorcerer's Apprentice,2010.0
tt4361050,Ouija: Origin of Evil,2016.0
tt0472033,9,2009.0
tt4532826,Robin Hood,2018.0
tt5083738,The Favourite,2018.0
tt1855325,Resident Evil: Retribution,2012.0
tt0910936,Pineapple Express,2008.0
tt0118880,Con Air,1997.0
tt0458481,Sin City: A Dame to Kill For,2014.0
tt0196229,Zoolander,2001.0
tt0053285,Sleeping Beauty,1959.0
tt0203009,Moulin Rouge!,2001.0
tt0955308,Robin Hood,2010.0
tt0120655,Dogma,1999.0
tt0145660,Austin Powers: The Spy Who Shagged Me,1999.0
tt0086960,Beverly Hills Cop,1984.0
tt0414387,Pride & Prejudice,2005.0
tt0478311,Knocked Up,2007.0
tt1855199,End of Watch,2012.0
tt5886046,Escape Room,2019.0
tt0088323,The NeverEnding Story,1984.0
tt0286106,Signs,2002.0
tt0475290,"Hail, Caesar!",2016.0
tt0432283,Fantastic Mr. Fox,2009.0
tt2357291,Rio 2,2014.0
tt2191701,Grown Ups 2,2013.0
tt1206885,Rambo: Last Blood,2019.0
tt0113189,GoldenEye,1995.0
tt2203939,The Other Woman,2014.0
tt2452042,The Peanuts Movie,2015.0
tt0129387,There's Something About Mary,1998.0
tt0065421,The Aristocats,1970.0
tt0287978,Daredevil,2003.0
tt0838283,Step Brothers,2008.0
tt1028532,Hachi: A Dog's Tale,2009.0
tt0091763,Platoon,1986.0
tt6663582,The Spy Who Dumped Me,2018.0
tt1220719,Ip Man,2008.0
tt0099810,The Hunt for Red October,1990.0
tt1611224,Abraham Lincoln: Vampire Hunter,2012.0
tt0479884,Crank,2006.0
tt0327056,Mystic River,2003.0
tt4139124,Keanu,2016.0
tt1401152,Unknown,2011.0
tt2361317,Live by Night,2016.0
tt1899353,The Raid,2012.0
tt3095734,Monster Trucks,2016.0
tt6850820,Peppermint,2018.0
tt6359956,A Bad Moms Christmas,2017.0
tt0366548,Happy Feet,2006.0
tt4481514,The House,2017.0
tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964.0
tt1046173,G.I. Joe: The Rise of Cobra,2009.0
tt3521126,The Disaster Artist,2017.0
tt1241317,Death Note,2017.0
tt4530422,Overlord,2018.0
tt1193138,Up in the Air,2009.0
tt0964517,The Fighter,2010.0
tt1922777,Sinister,2012.0
tt1502407,Halloween,2018.0
tt0432348,Saw II,2005.0
tt0461770,Enchanted,2007.0
tt2139881,Long Shot,2019.0
tt2177771,The Monuments Men,2014.0
tt0077651,Halloween,1978.0
tt7752126,Brightburn,2019.0
tt1013743,Knight and Day,2010.0
tt0993842,Hanna,2011.0
tt1078912,Night at the Museum: Battle of the Smithsonian,2009.0
tt1846589,Hunter Killer,2018.0
tt1608290,Zoolander 2,2016.0
tt4853102,Batman: The Killing Joke,2016.0
tt0112281,Ace Ventura: When Nature Calls,1995.0
tt4777008,Maleficent: Mistress of Evil,2019.0
tt0166924,Mulholland Drive,2001.0
tt0034583,Casablanca,1942.0
tt1538403,The Mortal Instruments: City of Bones,2013.0
tt2381111,Brooklyn,2015.0
tt1284575,Bad Teacher,2011.0
tt0457939,The Holiday,2006.0
tt4781612,Imperium,2016.0
tt0266915,Rush Hour 2,2001.0
tt2531344,Blockers,2018.0
tt0892782,Monsters vs Aliens,2009.0
tt5104604,Isle of Dogs,2018.0
tt0435651,The Giver,2014.0
tt0097733,Lethal Weapon 2,1989.0
tt9495224,Black Mirror: Bandersnatch,2018.0
tt5113040,The Secret Life of Pets 2,2019.0
tt0111070,The Santa Clause,1994.0
tt4824302,Mother's Day,2016.0
tt1321870,Gangster Squad,2013.0
tt0472043,Apocalypto,2006.0
tt1424381,Predators,2010.0
tt4062536,Green Room,2016.0
tt0307453,Shark Tale,2004.0
tt1229340,Anchorman 2: The Legend Continues,2013.0
tt0120601,Being John Malkovich,1999.0
tt3332064,Pan,2015.0
tt0358082,Robots,2005.0
tt0448134,Sunshine,2007.0
tt0370263,AVP: Alien vs. Predator,2004.0
tt4178092,The Gift,2015.0
tt0038650,It's a Wonderful Life,1946.0
tt0120131,The Lion King II: Simba's Pride,1998.0
tt2140373,Saving Mr. Banks,2013.0
tt5022702,Hush,2016.0
tt0106977,The Fugitive,1993.0
tt0775440,Cell,2016.0
tt0125439,Notting Hill,1999.0
tt1288558,Evil Dead,2013.0
tt0825232,The Bucket List,2007.0
tt8079248,Yesterday,2019.0
tt0364725,DodgeBall: A True Underdog Story,2004.0
tt1596350,This Means War,2012.0
tt0834001,Underworld: Rise of the Lycans,2009.0
tt0259711,Vanilla Sky,2001.0
tt0101272,The Addams Family,1991.0
tt0120630,Chicken Run,2000.0
tt0375679,Crash,2004.0
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0
tt2357129,Jobs,2013.0
tt0388795,Brokeback Mountain,2005.0
tt2262227,The Book of Life,2014.0
tt0047396,Rear Window,1954.0
tt6921996,Johnny English Strikes Again,2018.0
tt3960412,Popstar: Never Stop Never Stopping,2016.0
tt0338751,The Aviator,2004.0
tt2226417,Insidious: Chapter 2,2013.0
tt0443272,Lincoln,2012.0
tt1243957,The Tourist,2010.0
tt0111503,True Lies,1994.0
tt4769836,The Do-Over,2016.0
tt0087800,A Nightmare on Elm Street,1984.0
tt0112462,Batman Forever,1995.0
tt0384537,Silent Hill,2006.0
tt4540710,Miss Sloane,2016.0
tt4477536,Fifty Shades Freed,2018.0
tt1028528,Death Proof,2007.0
tt7456310,Anna,2019.0
tt0215750,Enemy at the Gates,2001.0
tt0105695,Unforgiven,1992.0
tt0120669,Fear and Loathing in Las Vegas,1998.0
tt2316411,Enemy,2013.0
tt1646987,Wrath of the Titans,2012.0
tt1601913,The Grey,2012.0
tt1781922,No Escape,2015.0
tt0070608,Robin Hood,1973.0
tt0230011,Atlantis: The Lost Empire,2001.0
tt0348150,Superman Returns,2006.0
tt0363547,Dawn of the Dead,2004.0
tt0094898,Coming to America,1988.0
tt3967856,Okja,2017.0
tt1412528,Table 19,2017.0
tt0452623,Gone Baby Gone,2007.0
tt1351685,Jack the Giant Slayer,2013.0
tt2119543,The House with a Clock in Its Walls,2018.0
tt0848537,Epic,2013.0
tt1666801,The DUFF,2015.0
tt0887883,Burn After Reading,2008.0
tt0290002,Meet the Fockers,2004.0
tt0243155,Bridget Jones's Diary,2001.0
tt4468740,Paddington 2,2017.0
tt1411238,No Strings Attached,2011.0
tt2436386,Project Almanac,2015.0
tt1132620,The Girl with the Dragon Tattoo,2009.0
tt7653254,Marriage Story,2019.0
tt0816442,The Book Thief,2013.0
tt1488606,Triple Frontier,2019.0
tt1809398,Unbroken,2014.0
tt0356150,EuroTrip,2004.0
tt0120663,Eyes Wide Shut,1999.0
tt0094737,Big,1988.0
tt1921064,Pompeii,2014.0
tt1618434,Murder Mystery,2019.0
tt3488710,The Walk,2015.0
tt1217613,Battle: Los Angeles,2011.0
tt2024432,Identity Thief,2013.0
tt0289765,Red Dragon,2002.0
tt4218572,Widows,2018.0
tt0247638,The Princess Diaries,2001.0
tt0311429,The League of Extraordinary Gentlemen,2003.0
tt0490215,Silence,2016.0
tt4383594,Nine Lives,2016.0
tt1204975,Last Vegas,2013.0
tt0059742,The Sound of Music,1965.0
tt0116583,The Hunchback of Notre Dame,1996.0
tt1231587,Hot Tub Time Machine,2010.0
tt3760922,My Big Fat Greek Wedding 2,2016.0
tt0119081,Event Horizon,1997.0
tt1179904,Paranormal Activity,2009.0
tt0187393,The Patriot,2000.0
tt0363163,Downfall,2004.0
tt0295178,Austin Powers in Goldmember,2002.0
tt0876563,Ponyo,2008.0
tt2199571,Run All Night,2015.0
tt1734493,Unlocked,2017.0
tt0082694,Mad Max 2,1981.0
tt3861390,Dumbo,2019.0
tt0448011,Knowing,2009.0
tt0244244,Swordfish,2001.0
tt0381849,3:10 to Yuma,2007.0
tt0094226,The Untouchables,1987.0
tt0183790,A Knight's Tale,2001.0
tt2039338,Flatliners,2017.0
tt4007502,Frozen Fever,2015.0
tt2172934,3 Days to Kill,2014.0
tt0339291,Lemony Snicket's A Series of Unfortunate Events,2004.0
tt1408253,Ride Along,2014.0
tt0095327,Grave of the Fireflies,1988.0
tt6133466,The First Purge,2018.0
tt1152836,Public Enemies,2009.0
tt0327084,Over the Hedge,2006.0
tt0898367,The Road,2009.0
tt0185937,The Blair Witch Project,1999.0
tt0084827,Tron,1982.0
tt4244998,Alpha,2018.0
tt0104257,A Few Good Men,1992.0
tt0320661,Kingdom of Heaven,2005.0
tt2023587,Mama,2013.0
tt3846674,To All the Boys I've Loved Before,2018.0
tt0462499,Rambo,2008.0
tt1172049,Demolition,2016.0
tt0373469,Kiss Kiss Bang Bang,2005.0
tt0295701,xXx,2002.0
tt0116483,Happy Gilmore,1996.0
tt0365907,A Walk Among the Tombstones,2014.0
tt3850590,Krampus,2015.0
tt0388482,Transporter 2,2005.0
tt0086879,Amadeus,1984.0
tt3622592,Paper Towns,2015.0
tt0095705,The Naked Gun: From the Files of Police Squad!,1988.0
tt1817273,The Place Beyond the Pines,2013.0
tt0396171,Perfume: The Story of a Murderer,2006.0
tt5719748,Cold Pursuit,2019.0
tt0837563,Pet Sematary,2019.0
tt2368619,Bastille Day,2016.0
tt2312718,Homefront,2013.0
tt8772262,Midsommar,2019.0
tt0117998,Twister,1996.0
tt5640450,ARQ,2016.0
tt1976009,Victor Frankenstein,2015.0
tt0246460,Die Another Day,2002.0
tt7798634,Ready or Not,2019.0
tt0221027,Blow,2001.0
tt1189340,The Lincoln Lawyer,2011.0
tt4695012,It Comes at Night,2017.0
tt0109506,The Crow,1994.0
tt0822832,Marley & Me,2008.0
tt0990407,The Green Hornet,2011.0
tt1619029,Jackie,2016.0
tt0465494,Hitman,2007.0
tt2709692,The Grinch,2018.0
tt1212450,Lawless,2012.0
tt2279373,The SpongeBob Movie: Sponge Out of Water,2015.0
tt0477080,Unstoppable,2010.0
tt3530002,The Night Before,2015.0
tt1374989,Pride and Prejudice and Zombies,2016.0
tt0106308,Army of Darkness,1992.0
tt0986263,Surrogates,2009.0
tt0396555,Meet the Robinsons,2007.0
tt2866360,Coherence,2013.0
tt1691917,Planes,2013.0
tt1148204,Orphan,2009.0
tt0052357,Vertigo,1958.0
tt2091935,Mr. Right,2016.0
tt0328880,Brother Bear,2003.0
tt0489270,Saw III,2006.0
tt0104714,Lethal Weapon 3,1992.0
tt2096672,Dumb and Dumber To,2014.0
tt0328828,American Wedding,2003.0
tt1389137,We Bought a Zoo,2011.0
tt0425061,Get Smart,2008.0
tt0190332,"Crouching Tiger, Hidden Dragon",2000.0
tt0158983,"South Park: Bigger, Longer & Uncut",1999.0
tt0133152,Planet of the Apes,2001.0
tt0265208,The Girl Next Door,2004.0
tt0472181,The Smurfs,2011.0
tt0083907,The Evil Dead,1981.0
tt2106476,The Hunt,2012.0
tt3605418,Knock Knock,2015.0
tt4694544,Once Upon a Time in Venice,2017.0
tt5028340,Mary Poppins Returns,2018.0
tt1121096,Seventh Son,2014.0
tt1904996,Parker,2013.0
tt0118929,Dark City,1998.0
tt0952640,Alvin and the Chipmunks,2007.0
tt3195644,Insidious: Chapter 3,2015.0
tt0133240,Treasure Planet,2002.0
tt5606664,Doctor Sleep,2019.0
tt0385752,The Golden Compass,2007.0
